loss,accuracy,val_loss,val_accuracy
1.818867564201355,0.30713140964508057,1.6285274028778076,0.3902343809604645
1.5185075998306274,0.44342949986457825,1.4026174545288086,0.4664062559604645
1.3557543754577637,0.5075120329856873,1.2277947664260864,0.559374988079071
1.2277865409851074,0.5592748522758484,1.157626748085022,0.5814453363418579
1.1321008205413818,0.5940905213356018,1.0529335737228394,0.625781238079071
1.058188796043396,0.6216546297073364,1.0230467319488525,0.634765625
0.9958115816116333,0.6466546654701233,0.919839084148407,0.669140636920929
0.9489681720733643,0.6624398827552795,0.9393219947814941,0.6666015386581421
0.9169016480445862,0.6758813858032227,0.8756486773490906,0.685742199420929
0.8847830891609192,0.6875200271606445,0.8724117279052734,0.684765636920929
0.8542889952659607,0.6991186141967773,0.8338344693183899,0.7037109136581421
0.8248801231384277,0.7081330418586731,0.767047107219696,0.7210937738418579
0.7965070009231567,0.7185496687889099,0.7622969746589661,0.732617199420929
0.7715801000595093,0.7292067408561707,0.7343969941139221,0.737500011920929
0.752080500125885,0.7346954941749573,0.7387253046035767,0.732226550579071
0.727142870426178,0.7429487109184265,0.7110440135002136,0.74609375
0.7147378921508789,0.7493389248847961,0.6930834054946899,0.7544921636581421
0.6862472295761108,0.7593549489974976,0.665030837059021,0.763867199420929
0.6749929785728455,0.7634214758872986,0.659576952457428,0.765429675579071
0.6542122960090637,0.7694711685180664,0.6396890878677368,0.7699218988418579
0.6441842317581177,0.7718349099159241,0.6605520844459534,0.767578125
0.6292714476585388,0.7804086804389954,0.6375590562820435,0.7769531011581421
0.6110091209411621,0.7864182591438293,0.6106573343276978,0.7779296636581421
0.596415638923645,0.7924879789352417,0.609622061252594,0.788867175579071
0.5924577116966248,0.7918068766593933,0.5992449522018433,0.786328136920929
0.5721145272254944,0.7993589639663696,0.6045315861701965,0.790820300579071
0.5566315054893494,0.8048678040504456,0.6022172570228577,0.7916015386581421
0.5549410581588745,0.8048277497291565,0.5911556482315063,0.7964843511581421
0.5394668579101562,0.8113381266593933,0.5634485483169556,0.8046875
0.533492386341095,0.8115384578704834,0.5818740725517273,0.800976574420929
0.5228900909423828,0.8167868852615356,0.5775977969169617,0.80078125
0.5148531198501587,0.8190104365348816,0.5505363941192627,0.812304675579071
0.5110422968864441,0.8197516202926636,0.5686212778091431,0.807421863079071
0.4935641288757324,0.8257211446762085,0.5687445402145386,0.806640625
0.48868507146835327,0.827383816242218,0.5597954988479614,0.810351550579071
0.4844588339328766,0.8288862109184265,0.5539407730102539,0.811718761920929
0.47296345233917236,0.835196316242218,0.5392442941665649,0.8134765625
0.4677054286003113,0.8347155451774597,0.5557860136032104,0.814257800579071
0.45639461278915405,0.8378806114196777,0.5423351526260376,0.81640625
0.4568656086921692,0.8395833373069763,0.5456250309944153,0.818359375
0.4480174481868744,0.842067301273346,0.5351060032844543,0.8187500238418579
0.43685808777809143,0.8458734154701233,0.5266706943511963,0.8212890625
0.430073082447052,0.8484775424003601,0.5531487464904785,0.815625011920929
0.43105441331863403,0.8477964997291565,0.5319361686706543,0.818554699420929
0.42528361082077026,0.849919855594635,0.5453416705131531,0.820117175579071
0.42047953605651855,0.8521835207939148,0.533758282661438,0.821093738079071
0.4163701832294464,0.8519631624221802,0.5312697887420654,0.822460949420929
0.4098028838634491,0.8535456657409668,0.5156490802764893,0.8257812261581421
0.4078364074230194,0.8549078702926636,0.5319511294364929,0.818164050579071
0.39718180894851685,0.8604767918586731,0.5383062958717346,0.8212890625
0.3896212577819824,0.8620592951774597,0.520646333694458,0.8275390863418579
0.39778459072113037,0.858473539352417,0.5097851157188416,0.827929675579071
0.3898746967315674,0.8615584969520569,0.5108328461647034,0.8291015625
0.3846929967403412,0.8635416626930237,0.5114120244979858,0.8316406011581421
0.37604913115501404,0.8669070601463318,0.5357166528701782,0.824999988079071
0.3763275444507599,0.8659655451774597,0.5064013004302979,0.830078125
0.37412509322166443,0.866406261920929,0.5264891982078552,0.831835925579071
0.3657398819923401,0.8692908883094788,0.5156679749488831,0.8335937261581421
0.36394160985946655,0.8697916865348816,0.5107492208480835,0.8363281488418579
0.3598971664905548,0.8717147707939148,0.5301557779312134,0.8310546875
0.3620961904525757,0.8702724575996399,0.5394372344017029,0.826171875
0.35306882858276367,0.8741586804389954,0.5151045918464661,0.837695300579071
0.3528714179992676,0.8750600814819336,0.5308698415756226,0.8291015625
0.35014477372169495,0.8748196959495544,0.515457272529602,0.8349609375
0.3416210412979126,0.8793469667434692,0.5417248606681824,0.833789050579071
0.3412814438343048,0.8782051205635071,0.5093737840652466,0.8384765386581421
0.3393462598323822,0.8801282048225403,0.5242758393287659,0.8349609375
0.3349146544933319,0.8798878192901611,0.5329956412315369,0.8330078125
0.33498167991638184,0.8793269395828247,0.5229102373123169,0.8326171636581421
0.33568331599235535,0.8791466355323792,0.5256534218788147,0.8359375
0.3315063416957855,0.8825520873069763,0.5297616720199585,0.835156261920929
0.3290461599826813,0.8812299966812134,0.5438875555992126,0.826171875
0.3247750699520111,0.883393406867981,0.5346857905387878,0.8335937261581421
0.3241868019104004,0.8845352530479431,0.5463224053382874,0.8314453363418579
0.31803926825523376,0.8862980604171753,0.513363778591156,0.836718738079071
0.3197549879550934,0.8855769038200378,0.537738025188446,0.83203125
0.31959041953086853,0.8854767680168152,0.5521363019943237,0.8306640386581421
0.3063361644744873,0.8889222741127014,0.5440082550048828,0.8355468511581421
0.310672789812088,0.8885015845298767,0.5376731753349304,0.835742175579071
0.3096964657306671,0.8885015845298767,0.5613240003585815,0.8314453363418579
0.29843005537986755,0.8939102292060852,0.5213841795921326,0.841015636920929
0.301449179649353,0.8918669819831848,0.5402582287788391,0.8355468511581421
0.3058333098888397,0.8912660479545593,0.5537818074226379,0.8324218988418579
0.3044825792312622,0.8915064334869385,0.5526397228240967,0.8326171636581421
0.3018774688243866,0.8929687738418579,0.5388432145118713,0.8408203125
0.29800400137901306,0.8938301205635071,0.5521330833435059,0.8374999761581421
0.2962489724159241,0.8925280570983887,0.5288349390029907,0.8382812738418579
0.2940666377544403,0.8936498165130615,0.5220918655395508,0.834765613079071
0.29504966735839844,0.8933894038200378,0.5482941269874573,0.8369140625
0.2931325137615204,0.8936097621917725,0.5284263491630554,0.8423827886581421
0.2881629467010498,0.896213948726654,0.524466872215271,0.8408203125
0.28808221220970154,0.8974759578704834,0.5394473671913147,0.8427734375
0.28191378712654114,0.8983373641967773,0.5554132461547852,0.8345702886581421
0.28147709369659424,0.8982171416282654,0.5283843278884888,0.843554675579071
0.28706708550453186,0.8968349099159241,0.5339604616165161,0.842578113079071
0.2792392373085022,0.8981370329856873,0.552906334400177,0.8392578363418579
0.2794618010520935,0.8995192050933838,0.5451887845993042,0.8330078125
